242490.0	0.2	0.4	0.2	0.4	0.8	0.9
242480.0	0.2	0.4	0.2	0.4	0.7	0.9
262550.0	0.2	0.6	0.2	0.5	0.4	0.9
252470.0	0.2	0.5	0.2	0.4	0.6	0.9
272640.0	0.2	0.7	0.2	0.6	0.3	0.9
242500.0	0.2	0.4	0.2	0.4	0.9	0.9
252550.0	0.2	0.5	0.2	0.5	0.4	0.9
252560.0	0.2	0.5	0.2	0.5	0.5	0.9
262640.0	0.2	0.6	0.2	0.6	0.3	0.9
292939.0	0.2	0.9	0.2	0.9	0.3	0.8
252460.0	0.2	0.5	0.2	0.4	0.5	0.9
272849.0	0.2	0.7	0.2	0.8	0.4	0.8
282939.0	0.2	0.8	0.2	0.9	0.3	0.8
242470.0	0.2	0.4	0.2	0.4	0.6	0.9
282849.0	0.2	0.8	0.2	0.8	0.4	0.8
272949.0	0.2	0.7	0.2	0.9	0.4	0.8
282640.0	0.2	0.8	0.2	0.6	0.3	0.9
223489.0	0.2	0.2	0.3	0.4	0.8	0.8
223499.0	0.2	0.2	0.3	0.4	0.9	0.8
252480.0	0.2	0.5	0.2	0.4	0.7	0.9
