242490.0	0.2	0.4	0.2	0.4	0.8	0.9
242480.0	0.2	0.4	0.2	0.4	0.7	0.9
262550.0	0.2	0.6	0.2	0.5	0.4	0.9
242500.0	0.2	0.4	0.2	0.4	0.9	0.9
252470.0	0.2	0.5	0.2	0.4	0.6	0.9
272640.0	0.2	0.7	0.2	0.6	0.3	0.9
252550.0	0.2	0.5	0.2	0.5	0.4	0.9
262640.0	0.2	0.6	0.2	0.6	0.3	0.9
252560.0	0.2	0.5	0.2	0.5	0.5	0.9
223499.0	0.2	0.2	0.3	0.4	0.9	0.8
223489.0	0.2	0.2	0.3	0.4	0.8	0.8
272949.0	0.2	0.7	0.2	0.9	0.4	0.8
272849.0	0.2	0.7	0.2	0.8	0.4	0.8
282849.0	0.2	0.8	0.2	0.8	0.4	0.8
292939.0	0.2	0.9	0.2	0.9	0.3	0.8
252460.0	0.2	0.5	0.2	0.4	0.5	0.9
282939.0	0.2	0.8	0.2	0.9	0.3	0.8
282930.0	0.2	0.8	0.2	0.9	0.2	0.9
282830.0	0.2	0.8	0.2	0.8	0.2	0.9
223479.0	0.2	0.2	0.3	0.4	0.7	0.8
