262560.0	0.2	0.6	0.2	0.5	0.5	0.9	0.00948432513080286
282740.0	0.2	0.8	0.2	0.7	0.3	0.9	0.015014189005861824
272650.0	0.2	0.7	0.2	0.6	0.4	0.9	0.015113078301401076
272560.0	0.2	0.7	0.2	0.5	0.5	0.9	0.015465347952113339
252570.0	0.2	0.5	0.2	0.5	0.6	0.9	0.015734700991764976
262570.0	0.2	0.6	0.2	0.5	0.6	0.9	0.016774011924883255
292640.0	0.2	0.9	0.2	0.6	0.3	0.9	0.01737865557976752
292740.0	0.2	0.9	0.2	0.7	0.3	0.9	0.017420786369796926
252580.0	0.2	0.5	0.2	0.5	0.7	0.9	0.017470996331735402
252500.0	0.2	0.5	0.2	0.4	0.9	0.9	0.017903944051795982
