166860.0	0.1	0.6	0.6	0.8	0.5	0.9
229797.0	0.2	0.2	0.9	0.7	0.9	0.6
391179.0	0.3	0.9	0.1	0.1	0.7	0.8
322137.0	0.3	0.2	0.2	0.1	0.3	0.6
233289.0	0.2	0.3	0.3	0.2	0.8	0.8
233469.0	0.2	0.3	0.3	0.4	0.6	0.8
233569.0	0.2	0.3	0.3	0.5	0.6	0.8
229787.0	0.2	0.2	0.9	0.7	0.8	0.6
233379.0	0.2	0.3	0.3	0.3	0.7	0.8
331599.0	0.3	0.3	0.1	0.5	0.9	0.8
158670.0	0.1	0.5	0.8	0.6	0.6	0.9
351279.0	0.3	0.5	0.1	0.2	0.7	0.8
229897.0	0.2	0.2	0.9	0.8	0.9	0.6
176830.0	0.1	0.7	0.6	0.8	0.2	0.9
341389.0	0.3	0.4	0.1	0.3	0.8	0.8
167640.0	0.1	0.6	0.7	0.6	0.3	0.9
159949.0	0.1	0.5	0.9	0.9	0.4	0.8
159959.0	0.1	0.5	0.9	0.9	0.5	0.8
229697.0	0.2	0.2	0.9	0.6	0.9	0.6
158000.0	0.1	0.5	0.7	0.9	0.9	0.9
